#Engineering-Data-Exchange;;;;;;;;;;;;
PROJECT_NAME;"BDT";;;;;;;;;;;
VERSION_OF_REFERENCEFILE;1;;;;;;;;;;;
TIMESTAMP_OF_LAST_CHANGE;17.11.2025;;;;;;;;;;;
AUTHOR_OF_LAST_CHANGE;;;;;;;;;;;;
VERSION_OF_LAYOUT;2;;;;;;;;;;;
#mandatory;mandatory;mandatory;mandatory;mandatory;optional;optional;optional;optional;optional;optional;optional;optional
# keyname;device obj.-instance;object-name;object-type;object-instance;description;min-present-value;max-present-value;commandable;hi-limit;low-limit;state-text-reference;unit-code
"AnalogValue(3009920)";504;"GTBQIDMCRC/MSTP1.TUC38.AV-44";2;3009920;"HeatIndication";;;Y;;;;98
"AnalogValue(3009919)";504;"GTBQIDMCRC/MSTP1.TUC38.AV-0";2;3009919;"2=chaud / 3=froid";;;Y;;;;95
"AnalogValue(3009916)";504;"GTBQIDMCRC/MSTP1.TUC38.AV-3";2;3009916;"SetPointDial";;;Y;;;;62
"AnalogValue(3009899)";504;"GTBQIDMCRC/MSTP1.FX36.AV-37";2;3009899;;;;Y;;;;98
"AnalogValue(3009898)";504;"GTBQIDMCRC/MSTP1.FX36.AV-44";2;3009898;;;;Y;;;;98
"AnalogValue(3009896)";504;"GTBQIDMCRC/MSTP1.FX36.AV-3";2;3009896;;;;Y;;;;62
"AnalogValue(3009884)";504;"GTBQIDMCRC/MSTP1.FX58.AV-0";2;3009884;"2=chaud / 3=froid";;;Y;;;;95
"AnalogValue(3009875)";504;"GTBQIDMCRC/MSTP1.FX50.AV-0";2;3009875;"2=chaud / 3=froid";;;Y;;;;95
"AnalogValue(3009737)";504;"GTBQIDMCRC/MSTP1.FX40.AV-0";2;3009737;"2=chaud / 3=froid";;;Y;;;;95
"AnalogValue(3009590)";504;"GTBQIDMCRC/MSTP1.TUC43.AV-37";2;3009590;"CoolIndication";;;Y;;;;98
"AnalogValue(3009589)";504;"GTBQIDMCRC/MSTP1.TUC43.AV-44";2;3009589;"HeatIndication";;;Y;;;;98
"AnalogValue(3009588)";504;"GTBQIDMCRC/MSTP1.TUC43.AV-0";2;3009588;"2=chaud / 3=froid";;;Y;;;;95
"AnalogValue(3009587)";504;"GTBQIDMCRC/MSTP1.TUC43.AV-3";2;3009587;"SetPointDial";;;Y;;;;62
"AnalogValue(3009546)";504;"GTBQIDMCRC/MSTP1.TUC63.AV-37";2;3009546;"CoolIndication";;;Y;;;;98
"AnalogValue(3009545)";504;"GTBQIDMCRC/MSTP1.TUC63.AV-44";2;3009545;"HeatIndication";;;Y;;;;98
"AnalogValue(3009544)";504;"GTBQIDMCRC/MSTP1.TUC63.AV-0";2;3009544;"2=chaud / 3=froid";;;Y;;;;95
"AnalogValue(3009543)";504;"GTBQIDMCRC/MSTP1.TUC63.AV-3";2;3009543;"SetPointDial";;;Y;;;;62
"AnalogValue(3009541)";504;"GTBQIDMCRC/MSTP1.TUC61.AV-0";2;3009541;"2=chaud / 3=froid";;;Y;;;;95
"AnalogValue(3009539)";504;"GTBQIDMCRC/MSTP1.TUC62.AV-37";2;3009539;"CoolIndication";;;Y;;;;98
"AnalogValue(3009538)";504;"GTBQIDMCRC/MSTP1.TUC62.AV-44";2;3009538;"HeatIndication";;;Y;;;;98
"AnalogValue(3009537)";504;"GTBQIDMCRC/MSTP1.TUC62.AV-0";2;3009537;"2=chaud / 3=froid";;;Y;;;;95
"AnalogValue(3009536)";504;"GTBQIDMCRC/MSTP1.TUC62.AV-3";2;3009536;"SetPointDial";;;Y;;;;62
"AnalogValue(3009533)";504;"GTBQIDMCRC/MSTP1.TUC61.AV-37";2;3009533;"CoolIndication";;;Y;;;;98
"AnalogValue(3009532)";504;"GTBQIDMCRC/MSTP1.TUC61.AV-44";2;3009532;"HeatIndication";;;Y;;;;98
"AnalogValue(3009530)";504;"GTBQIDMCRC/MSTP1.TUC61.AV-3";2;3009530;"SetPointDial";;;Y;;;;62
"AnalogValue(3009527)";504;"GTBQIDMCRC/MSTP1.TUC60.AV-37";2;3009527;"CoolIndication";;;Y;;;;98
"AnalogValue(3009526)";504;"GTBQIDMCRC/MSTP1.TUC60.AV-44";2;3009526;"HeatIndication";;;Y;;;;98
"AnalogValue(3009525)";504;"GTBQIDMCRC/MSTP1.TUC60.AV-0";2;3009525;"2=chaud / 3=froid";;;Y;;;;95
"AnalogValue(3009524)";504;"GTBQIDMCRC/MSTP1.TUC60.AV-3";2;3009524;"SetPointDial";;;Y;;;;62
"AnalogValue(3007821)";504;"GTBQIDMCRC/MSTP1.FEC20.temporisation-commutation consi";2;3007821;;;;Y;;;;72
"AnalogValue(3007563)";504;"GTBQIDMCRC/MSTP1.FEC20.temperature-alarme-froid consig";2;3007563;"consigne temperature alarme froid";;;Y;;;;62
"AnalogValue(3007546)";504;"GTBQIDMCRC/MSTP1.FEC20.limite-temperature-poutres cons";2;3007546;;;;Y;;;;62
"AnalogValue(3007090)";504;"GTBQIDMCRC/Programming.Ventil.temperature-pulsion-bas consigne";2;3007090;;;;Y;;;;95
"AnalogValue(3007089)";504;"GTBQIDMCRC/Programming.Ventil.temperature-pulsionhaut consigne";2;3007089;;;;Y;;;;95
"AnalogValue(3007088)";504;"GTBQIDMCRC/Programming.Ventil.temperature-ext-haut consigne";2;3007088;;;;Y;;;;95
"AnalogValue(3007087)";504;"GTBQIDMCRC/Programming.Ventil.temperature-ext-bas consigne";2;3007087;;;;Y;;;;62
"AnalogValue(3006150)";504;"GTBQIDMCRC/Programming.poutre.temperature-froid consigne";2;3006150;;;;Y;;;;62
"AnalogValue(3006149)";504;"GTBQIDMCRC/Programming.poutre.temperature-chaud consigne";2;3006149;;;;Y;;;;62
"AnalogValue(3005237)";504;"GTBQIDMCRC/Programming.poutre.temperature-changeover consigne";2;3005237;;;;Y;;;;62
"AnalogValue(3004572)";504;"GTBQIDMCRC/MSTP1.FX59.AV-37";2;3004572;;;;Y;;;;98
"AnalogValue(3004571)";504;"GTBQIDMCRC/MSTP1.FX59.AV-44";2;3004571;;;;Y;;;;98
"AnalogValue(3004570)";504;"GTBQIDMCRC/MSTP1.FX59.AV-3";2;3004570;;;;Y;;;;62
"AnalogValue(3003427)";504;"GTBQIDMCRC/MSTP1.FX58.AV-37";2;3003427;"CoolIndication";;;Y;;;;98
"AnalogValue(3003426)";504;"GTBQIDMCRC/MSTP1.FX58.AV-44";2;3003426;"HeatIndication";;;Y;;;;98
"AnalogValue(3003425)";504;"GTBQIDMCRC/MSTP1.FX58.AV-3";2;3003425;"SetPointDial";;;Y;;;;62
"AnalogValue(3003420)";504;"GTBQIDMCRC/MSTP1.FX57.AV-37";2;3003420;;;;Y;;;;98
"AnalogValue(3003419)";504;"GTBQIDMCRC/MSTP1.FX57.AV-44";2;3003419;;;;Y;;;;98
"AnalogValue(3003418)";504;"GTBQIDMCRC/MSTP1.FX57.AV-3";2;3003418;;;;Y;;;;62
"AnalogValue(3003413)";504;"GTBQIDMCRC/MSTP1.FX56.AV-37";2;3003413;;;;Y;;;;98
"AnalogValue(3003412)";504;"GTBQIDMCRC/MSTP1.FX56.AV-44";2;3003412;;;;Y;;;;98
"AnalogValue(3003411)";504;"GTBQIDMCRC/MSTP1.FX56.AV-3";2;3003411;;;;Y;;;;62
"AnalogValue(3003406)";504;"GTBQIDMCRC/MSTP1.FX55.AV-37";2;3003406;;;;Y;;;;98
"AnalogValue(3003405)";504;"GTBQIDMCRC/MSTP1.FX55.AV-44";2;3003405;;;;Y;;;;98
"AnalogValue(3003404)";504;"GTBQIDMCRC/MSTP1.FX55.AV-3";2;3003404;;;;Y;;;;62
"AnalogValue(3003399)";504;"GTBQIDMCRC/MSTP1.FX54.AV-37";2;3003399;;;;Y;;;;98
"AnalogValue(3003398)";504;"GTBQIDMCRC/MSTP1.FX54.AV-44";2;3003398;;;;Y;;;;98
"AnalogValue(3003397)";504;"GTBQIDMCRC/MSTP1.FX54.AV-3";2;3003397;;;;Y;;;;62
"AnalogValue(3003392)";504;"GTBQIDMCRC/MSTP1.FX52.AV-37";2;3003392;;;;Y;;;;98
"AnalogValue(3003391)";504;"GTBQIDMCRC/MSTP1.FX52.AV-44";2;3003391;;;;Y;;;;98
"AnalogValue(3003390)";504;"GTBQIDMCRC/MSTP1.FX52.AV-3";2;3003390;;;;Y;;;;62
"AnalogValue(3003385)";504;"GTBQIDMCRC/MSTP1.FX51.AV-37";2;3003385;;;;Y;;;;98
"AnalogValue(3003384)";504;"GTBQIDMCRC/MSTP1.FX51.AV-44";2;3003384;;;;Y;;;;98
"AnalogValue(3003383)";504;"GTBQIDMCRC/MSTP1.FX51.AV-3";2;3003383;;;;Y;;;;62
"AnalogValue(3003378)";504;"GTBQIDMCRC/MSTP1.FX50.AV-37";2;3003378;"CoolIndication";;;Y;;;;98
"AnalogValue(3003377)";504;"GTBQIDMCRC/MSTP1.FX50.AV-44";2;3003377;"HeatIndication";;;Y;;;;98
"AnalogValue(3003376)";504;"GTBQIDMCRC/MSTP1.FX50.AV-3";2;3003376;"SetPointDial";;;Y;;;;62
"AnalogValue(3003371)";504;"GTBQIDMCRC/MSTP1.FX49.AV-37";2;3003371;;;;Y;;;;98
"AnalogValue(3003370)";504;"GTBQIDMCRC/MSTP1.FX49.AV-44";2;3003370;;;;Y;;;;98
"AnalogValue(3003369)";504;"GTBQIDMCRC/MSTP1.FX49.AV-3";2;3003369;;;;Y;;;;62
"AnalogValue(3003364)";504;"GTBQIDMCRC/MSTP1.FX47.AV-37";2;3003364;;;;Y;;;;98
"AnalogValue(3003363)";504;"GTBQIDMCRC/MSTP1.FX47.AV-44";2;3003363;;;;Y;;;;98
"AnalogValue(3003362)";504;"GTBQIDMCRC/MSTP1.FX47.AV-3";2;3003362;;;;Y;;;;62
"AnalogValue(3003357)";504;"GTBQIDMCRC/MSTP1.FX46.AV-37";2;3003357;;;;Y;;;;98
"AnalogValue(3003356)";504;"GTBQIDMCRC/MSTP1.FX46.AV-44";2;3003356;;;;Y;;;;98
"AnalogValue(3003355)";504;"GTBQIDMCRC/MSTP1.FX46.AV-3";2;3003355;;;;Y;;;;62
"AnalogValue(3003350)";504;"GTBQIDMCRC/MSTP1.FX45.AV-37";2;3003350;;;;Y;;;;98
"AnalogValue(3003349)";504;"GTBQIDMCRC/MSTP1.FX45.AV-44";2;3003349;;;;Y;;;;98
"AnalogValue(3003348)";504;"GTBQIDMCRC/MSTP1.FX45.AV-3";2;3003348;;;;Y;;;;62
"AnalogValue(3003343)";504;"GTBQIDMCRC/MSTP1.FX44.AV-37";2;3003343;;;;Y;;;;98
"AnalogValue(3003342)";504;"GTBQIDMCRC/MSTP1.FX44.AV-44";2;3003342;;;;Y;;;;98
"AnalogValue(3003341)";504;"GTBQIDMCRC/MSTP1.FX44.AV-3";2;3003341;;;;Y;;;;62
"AnalogValue(3003336)";504;"GTBQIDMCRC/MSTP1.FX42.AV-37";2;3003336;;;;Y;;;;98
"AnalogValue(3003335)";504;"GTBQIDMCRC/MSTP1.FX42.AV-44";2;3003335;;;;Y;;;;98
"AnalogValue(3003334)";504;"GTBQIDMCRC/MSTP1.FX42.AV-3";2;3003334;;;;Y;;;;62
"AnalogValue(3003329)";504;"GTBQIDMCRC/MSTP1.FX41.AV-37";2;3003329;;;;Y;;;;98
"AnalogValue(3003328)";504;"GTBQIDMCRC/MSTP1.FX41.AV-44";2;3003328;;;;Y;;;;98
"AnalogValue(3003327)";504;"GTBQIDMCRC/MSTP1.FX41.AV-3";2;3003327;;;;Y;;;;62
"AnalogValue(3003322)";504;"GTBQIDMCRC/MSTP1.FX40.AV-37";2;3003322;"CoolIndication";;;Y;;;;98
"AnalogValue(3003321)";504;"GTBQIDMCRC/MSTP1.FX40.AV-44";2;3003321;"HeatIndication";;;Y;;;;98
"AnalogValue(3003320)";504;"GTBQIDMCRC/MSTP1.FX40.AV-3";2;3003320;"SetPointDial";;;Y;;;;62
"AnalogValue(3003315)";504;"GTBQIDMCRC/MSTP1.FX39.AV-37";2;3003315;;;;Y;;;;98
"AnalogValue(3003314)";504;"GTBQIDMCRC/MSTP1.FX39.AV-44";2;3003314;;;;Y;;;;98
"AnalogValue(3003313)";504;"GTBQIDMCRC/MSTP1.FX39.AV-3";2;3003313;;;;Y;;;;62
"AnalogValue(3003308)";504;"GTBQIDMCRC/MSTP1.FX35.AV-37";2;3003308;;;;Y;;;;98
"AnalogValue(3003307)";504;"GTBQIDMCRC/MSTP1.FX35.AV-44";2;3003307;;;;Y;;;;98
"AnalogValue(3003306)";504;"GTBQIDMCRC/MSTP1.FX35.AV-3";2;3003306;;;;Y;;;;62
"AnalogValue(3003301)";504;"GTBQIDMCRC/MSTP1.FX34.AV-37";2;3003301;;;;Y;;;;98
"AnalogValue(3003300)";504;"GTBQIDMCRC/MSTP1.FX34.AV-44";2;3003300;;;;Y;;;;98
"AnalogValue(3003299)";504;"GTBQIDMCRC/MSTP1.FX34.AV-3";2;3003299;;;;Y;;;;62
"AnalogValue(3003294)";504;"GTBQIDMCRC/MSTP1.FX33.AV-37";2;3003294;;;;Y;;;;98
"AnalogValue(3003293)";504;"GTBQIDMCRC/MSTP1.FX33.AV-44";2;3003293;;;;Y;;;;98
"AnalogValue(3003292)";504;"GTBQIDMCRC/MSTP1.FX33.AV-3";2;3003292;;;;Y;;;;62
"AnalogValue(3002767)";504;"GTBQIDMCRC/MSTP1.FX32.AV-37";2;3002767;;;;Y;;;;98
"AnalogValue(3002766)";504;"GTBQIDMCRC/MSTP1.FX32.AV-44";2;3002766;;;;Y;;;;98
"AnalogValue(3002765)";504;"GTBQIDMCRC/MSTP1.FX32.AV-3";2;3002765;;;;Y;;;;62
"AnalogValue(3002760)";504;"GTBQIDMCRC/MSTP1.FX31.AV-37";2;3002760;;;;Y;;;;98
"AnalogValue(3002759)";504;"GTBQIDMCRC/MSTP1.FX31.AV-44";2;3002759;;;;Y;;;;98
"AnalogValue(3002758)";504;"GTBQIDMCRC/MSTP1.FX31.AV-3";2;3002758;;;;Y;;;;62
"AnalogValue(3001135)";504;"GTBQIDMCRC/MSTP1.FEC20.regulation-temp-sanitaire legio";2;3001135;;;;Y;;;;62
"AnalogValue(3001134)";504;"GTBQIDMCRC/MSTP1.FEC20.regulation-temp-sanitaire en-co";2;3001134;;;;Y;;;;62
"AnalogValue(3001133)";504;"GTBQIDMCRC/MSTP1.FEC20.regulation-temp-sanitaire hors-";2;3001133;;;;Y;;;;62
"AnalogValue(3001040)";504;"GTBQIDMCRC/Programming.poutre.regul-poutres-cons-ext-chaud";2;3001040;;;;Y;;;;62
"AnalogValue(3001039)";504;"GTBQIDMCRC/Programming.poutre.regul-poutres-cons-ext-froid";2;3001039;;;;Y;;;;62
"AnalogValue(3001038)";504;"GTBQIDMCRC/Programming.poutre.regul-poutres-cons-temp-chaud";2;3001038;;;;Y;;;;95
"AnalogValue(3001037)";504;"GTBQIDMCRC/Programming.poutre.regul-poutres-cons-temp-froid";2;3001037;;;;Y;;;;95
"AnalogValue(3000255)";504;"GTBQIDMCRC/MSTP1.FEC20.regulation-energie-poutres cons";2;3000255;;;;Y;;;;62
"AnalogValue(3000253)";504;"GTBQIDMCRC/MSTP1.FEC20.regulation-energie-froid consig";2;3000253;;;;Y;;;;62
"AnalogValue(3000141)";504;"GTBQIDMCRC/MSTP1.FEC10.regulation-energie consigne-tem";2;3000141;;;;Y;;;;62
"AnalogValue(3000140)";504;"GTBQIDMCRC/MSTP1.FEC10.regulation-extraction consigne-";2;3000140;;;;Y;;;;53
"AnalogValue(3000134)";504;"GTBQIDMCRC/MSTP1.FEC10.regulation-pulsion consigne-pre";2;3000134;;;;Y;;;;53
"AnalogOutput(3001149)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-poutres pourcentage-ouver";1;3001149;"vanne-poutres.pourcentage-ouverture";0.00;100.00;Y;;;;98
"AnalogOutput(3001148)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-primaire-froid pourcentag";1;3001148;"9.152.2 vanne-primaire-froid";0.00;100.00;Y;;;;98
"AnalogOutput(3000230)";504;"GTBQIDMCRC/MSTP1.FEC20.vanne-charge-sanitaire 0-10v";1;3000230;"vanne-charge-sanitaire.0-10v";0.00;100.00;Y;;;;98
"AnalogOutput(3000163)";504;"GTBQIDMCRC/MSTP1.FEC10.vanne-froid pourcentage-ouvertu";1;3000163;"9.112.4 vanne-froid";0.00;100.00;Y;;;;98
"AnalogOutput(3000162)";504;"GTBQIDMCRC/MSTP1.FEC10.vanne-chaud pourcentage-ouvertu";1;3000162;"9.112.2 vanne-chaud";0.00;100.00;Y;;;;98
"AnalogOutput(3000110)";504;"GTBQIDMCRC/MSTP1.FEC10.circulateur-recuperation 0-10v";1;3000110;"circulateur-recuperation.0-10v";0.00;100.00;Y;;;;98
"AnalogOutput(3000103)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-extraction 0-10v";1;3000103;"ventilateur-extraction.0-10v";0.00;100.00;Y;;;;98
"AnalogOutput(3000102)";504;"GTBQIDMCRC/MSTP1.FEC10.ventilateur-pulsion 0-10v";1;3000102;"ventilateur-pulsion.0-10v";0.00;100.00;Y;;;;98
"AnalogInput(3010269)";504;"GTBQIDMCRC/MSTP1.FX36.AI-1";0;3010269;;0.00;0.00;N;;;;62
"AnalogInput(3009917)";504;"GTBQIDMCRC/MSTP1.TUC38.AI-4";0;3009917;"S_RoomModule";0.00;0.00;N;;;;62
"AnalogInput(3009900)";504;"GTBQIDMCRC/MSTP1.FX36.AI-4";0;3009900;;0.00;0.00;N;;;;62
"AnalogInput(3009591)";504;"GTBQIDMCRC/MSTP1.TUC43.AI-4";0;3009591;"S_RoomModule";0.00;0.00;N;;;;62
"AnalogInput(3009547)";504;"GTBQIDMCRC/MSTP1.TUC63.AI-4";0;3009547;"S_RoomModule";0.00;0.00;N;;;;62
"AnalogInput(3009540)";504;"GTBQIDMCRC/MSTP1.TUC62.AI-4";0;3009540;"S_RoomModule";0.00;0.00;N;;;;62
"AnalogInput(3009534)";504;"GTBQIDMCRC/MSTP1.TUC61.AI-4";0;3009534;"S_RoomModule";0.00;0.00;N;;;;62
"AnalogInput(3009528)";504;"GTBQIDMCRC/MSTP1.TUC60.AI-4";0;3009528;"S_RoomModule";0.00;0.00;N;;;;62
"AnalogInput(3009515)";504;"GTBQIDMCRC/Tronc N2.XTM-203.debit froid batD mesure";0;3009515;;-46.00;100000000000000000000000000000000000000.00;N;;;;80
"AnalogInput(3009514)";504;"GTBQIDMCRC/Tronc N2.XTM-203.debit poutres mesure";0;3009514;;-46.00;100000000000000000000000000000000000000.00;N;;;;80
"AnalogInput(3009513)";504;"GTBQIDMCRC/Tronc N2.XTM-200.puissance froid batD mesure";0;3009513;;-46.00;100000000000000000000000000000000000000.00;N;;;;19
"AnalogInput(3009512)";504;"GTBQIDMCRC/Tronc N2.XTM-200.puissance poutres mesure";0;3009512;;-46.00;100000000000000000000000000000000000000.00;N;;;;19
"AnalogInput(3004574)";504;"GTBQIDMCRC/MSTP1.FX59.AI-1";0;3004574;;0.00;0.00;N;;;;62
"AnalogInput(3004573)";504;"GTBQIDMCRC/MSTP1.FX59.AI-4";0;3004573;;0.00;0.00;N;;;;62
"AnalogInput(3003428)";504;"GTBQIDMCRC/MSTP1.FX58.AI-4";0;3003428;"S_RoomModule";0.00;0.00;N;;;;62
"AnalogInput(3003422)";504;"GTBQIDMCRC/MSTP1.FX57.AI-1";0;3003422;;0.00;0.00;N;;;;62
"AnalogInput(3003421)";504;"GTBQIDMCRC/MSTP1.FX57.AI-4";0;3003421;;0.00;0.00;N;;;;62
"AnalogInput(3003415)";504;"GTBQIDMCRC/MSTP1.FX56.AI-1";0;3003415;;0.00;0.00;N;;;;62
"AnalogInput(3003414)";504;"GTBQIDMCRC/MSTP1.FX56.AI-4";0;3003414;;0.00;0.00;N;;;;62
"AnalogInput(3003408)";504;"GTBQIDMCRC/MSTP1.FX55.AI-1";0;3003408;;0.00;0.00;N;;;;62
"AnalogInput(3003407)";504;"GTBQIDMCRC/MSTP1.FX55.AI-4";0;3003407;;0.00;0.00;N;;;;62
"AnalogInput(3003401)";504;"GTBQIDMCRC/MSTP1.FX54.AI-1";0;3003401;;0.00;0.00;N;;;;62
"AnalogInput(3003400)";504;"GTBQIDMCRC/MSTP1.FX54.AI-4";0;3003400;;0.00;0.00;N;;;;62
"AnalogInput(3003394)";504;"GTBQIDMCRC/MSTP1.FX52.AI-1";0;3003394;;0.00;0.00;N;;;;62
"AnalogInput(3003393)";504;"GTBQIDMCRC/MSTP1.FX52.AI-4";0;3003393;;0.00;0.00;N;;;;62
"AnalogInput(3003387)";504;"GTBQIDMCRC/MSTP1.FX51.AI-1";0;3003387;;0.00;0.00;N;;;;62
"AnalogInput(3003386)";504;"GTBQIDMCRC/MSTP1.FX51.AI-4";0;3003386;;0.00;0.00;N;;;;62
"AnalogInput(3003379)";504;"GTBQIDMCRC/MSTP1.FX50.AI-4";0;3003379;"S_RoomModule";0.00;0.00;N;;;;62
"AnalogInput(3003373)";504;"GTBQIDMCRC/MSTP1.FX49.AI-1";0;3003373;;0.00;0.00;N;;;;62
"AnalogInput(3003372)";504;"GTBQIDMCRC/MSTP1.FX49.AI-4";0;3003372;;0.00;0.00;N;;;;62
"AnalogInput(3003366)";504;"GTBQIDMCRC/MSTP1.FX47.AI-1";0;3003366;;0.00;0.00;N;;;;62
"AnalogInput(3003365)";504;"GTBQIDMCRC/MSTP1.FX47.AI-4";0;3003365;;0.00;0.00;N;;;;62
"AnalogInput(3003359)";504;"GTBQIDMCRC/MSTP1.FX46.AI-1";0;3003359;;0.00;0.00;N;;;;62
"AnalogInput(3003358)";504;"GTBQIDMCRC/MSTP1.FX46.AI-4";0;3003358;;0.00;0.00;N;;;;62
"AnalogInput(3003352)";504;"GTBQIDMCRC/MSTP1.FX45.AI-1";0;3003352;;0.00;0.00;N;;;;62
"AnalogInput(3003351)";504;"GTBQIDMCRC/MSTP1.FX45.AI-4";0;3003351;;0.00;0.00;N;;;;62
"AnalogInput(3003345)";504;"GTBQIDMCRC/MSTP1.FX44.AI-1";0;3003345;;0.00;0.00;N;;;;62
"AnalogInput(3003344)";504;"GTBQIDMCRC/MSTP1.FX44.AI-4";0;3003344;;0.00;0.00;N;;;;62
"AnalogInput(3003338)";504;"GTBQIDMCRC/MSTP1.FX42.AI-1";0;3003338;;0.00;0.00;N;;;;62
"AnalogInput(3003337)";504;"GTBQIDMCRC/MSTP1.FX42.AI-4";0;3003337;;0.00;0.00;N;;;;62
"AnalogInput(3003331)";504;"GTBQIDMCRC/MSTP1.FX41.AI-1";0;3003331;;0.00;0.00;N;;;;62
"AnalogInput(3003330)";504;"GTBQIDMCRC/MSTP1.FX41.AI-4";0;3003330;;0.00;0.00;N;;;;62
"AnalogInput(3003323)";504;"GTBQIDMCRC/MSTP1.FX40.AI-4";0;3003323;"S_RoomModule";0.00;0.00;N;;;;62
"AnalogInput(3003317)";504;"GTBQIDMCRC/MSTP1.FX39.AI-1";0;3003317;;0.00;0.00;N;;;;62
"AnalogInput(3003316)";504;"GTBQIDMCRC/MSTP1.FX39.AI-4";0;3003316;;0.00;0.00;N;;;;62
"AnalogInput(3003310)";504;"GTBQIDMCRC/MSTP1.FX35.AI-1";0;3003310;;0.00;0.00;N;;;;62
"AnalogInput(3003309)";504;"GTBQIDMCRC/MSTP1.FX35.AI-4";0;3003309;;0.00;0.00;N;;;;62
"AnalogInput(3003303)";504;"GTBQIDMCRC/MSTP1.FX34.AI-1";0;3003303;;0.00;0.00;N;;;;62
"AnalogInput(3003302)";504;"GTBQIDMCRC/MSTP1.FX34.AI-4";0;3003302;;0.00;0.00;N;;;;62
"AnalogInput(3003296)";504;"GTBQIDMCRC/MSTP1.FX33.AI-1";0;3003296;;0.00;0.00;N;;;;62
"AnalogInput(3003295)";504;"GTBQIDMCRC/MSTP1.FX33.AI-4";0;3003295;;0.00;0.00;N;;;;62
"AnalogInput(3002769)";504;"GTBQIDMCRC/MSTP1.FX32.AI-1";0;3002769;;0.00;0.00;N;;;;62
"AnalogInput(3002768)";504;"GTBQIDMCRC/MSTP1.FX32.AI-4";0;3002768;;0.00;0.00;N;;;;62
"AnalogInput(3002762)";504;"GTBQIDMCRC/MSTP1.FX31.AI-1";0;3002762;;0.00;0.00;N;;;;62
"AnalogInput(3002761)";504;"GTBQIDMCRC/MSTP1.FX31.AI-4";0;3002761;;0.00;0.00;N;;;;62
"AnalogInput(3000257)";504;"GTBQIDMCRC/MSTP1.FEC20.temperature-depart-poutres mesu";0;3000257;"9.150.3 temperature-depart-poutres";-46.00;121.00;N;;;;62
"AnalogInput(3000249)";504;"GTBQIDMCRC/MSTP1.FEC20.temperature-haute-boiler-sanita";0;3000249;"9.162.2 temp.haute-boiler-sanitaire";-46.00;121.00;N;;;;62
"AnalogInput(3000244)";504;"GTBQIDMCRC/MSTP1.FEC20.comptage-eau-du-lac mesure";0;3000244;"9.28 comptage-eau-du-lac";-50.00;6200.00;N;;;;136
"AnalogInput(3000243)";504;"GTBQIDMCRC/MSTP1.FEC20.temperature-sortie-collecteur m";0;3000243;"9.150.5 temperature-sortie-collecteur";-46.00;121.00;N;;;;62
"AnalogInput(3000242)";504;"GTBQIDMCRC/MSTP1.FEC20.temperature-entree-collecteur m";0;3000242;"9.150.4 temperature-entree-collecteur";-46.00;121.00;N;;;;62
"AnalogInput(3000241)";504;"GTBQIDMCRC/MSTP1.FEC20.temperature-retour-collecteur-f";0;3000241;"9.150.2 temp.retour-collecteur-froid";-46.00;121.00;N;;;;62
"AnalogInput(3000240)";504;"GTBQIDMCRC/MSTP1.FEC20.temperature-depart-collecteur-f";0;3000240;"9.150.1 temp.depart-collecteur-froid";-46.00;121.00;N;;;;62
"AnalogInput(3000232)";504;"GTBQIDMCRC/MSTP1.FEC20.temperature-basse-boiler-sanita";0;3000232;"9.162.3 temp.basse-boiler-sanitaire";-46.00;121.00;N;;;;62
"AnalogInput(3000231)";504;"GTBQIDMCRC/MSTP1.FEC20.temperature-depart-boiler-sanit";0;3000231;"9.162.1 temp.depart-boiler-sanitaire";-46.00;121.00;N;;;;62
"AnalogInput(3000213)";504;"GTBQIDMCRC/MSTP1.FEC16.temperature-reprisee1 mesure";0;3000213;"temperature-reprise est niv1";-46.00;121.00;N;;;;62
"AnalogInput(3000212)";504;"GTBQIDMCRC/MSTP1.FEC16.temperature-reprisen1 mesure";0;3000212;"temperature-reprise nord niv1";-46.00;121.00;N;;;;62
"AnalogInput(3000211)";504;"GTBQIDMCRC/MSTP1.FEC16.temperature-repriseo0 mesure";0;3000211;"temperature-reprise ouest niv0";-46.00;121.00;N;;;;62
"AnalogInput(3000210)";504;"GTBQIDMCRC/MSTP1.FEC16.temperature-reprises0 mesure";0;3000210;"temperature-reprise sud niv0";-46.00;121.00;N;;;;62
"AnalogInput(3000209)";504;"GTBQIDMCRC/MSTP1.FEC16.temperature-reprisee0 mesure";0;3000209;"0.130.2 temperature-reprise est niv0";-46.00;121.00;N;;;;62
"AnalogInput(3000208)";504;"GTBQIDMCRC/MSTP1.FEC16.temperature-reprisen0 mesure";0;3000208;"0.130.1temperature-reprise nord niv0";-46.00;121.00;N;;;;62
"AnalogInput(3000203)";504;"GTBQIDMCRC/MSTP1.FEC16.temperature-repriseo4 mesure";0;3000203;"temperature-reprise ouest niv4";-46.00;121.00;N;;;;62
"AnalogInput(3000202)";504;"GTBQIDMCRC/MSTP1.FEC16.temperature-reprises4 mesure";0;3000202;"temperature-reprise sud niv4";-46.00;121.00;N;;;;62
"AnalogInput(3000201)";504;"GTBQIDMCRC/MSTP1.FEC16.temperature-reprisee4 mesure";0;3000201;"temperature-reprise est niv4";-46.00;121.00;N;;;;62
